idx,start,stop,text,speaker,strt_Frm,end_Frm
317,"00:24:56,551","00:24:58,382",1600. Good. ,LEGASOV,35871,35919
318,"00:24:58,384","00:25:01,633","Now, is it too much to ask that you all know what you're doing? ",CHARKOV,35919,35990
319,"00:25:01,635","00:25:03,676",Well... - Yes. Absolutely.,LEGASOV,35990,36038
320,"00:25:05,051","00:25:06,549",Stolyarchuk? - Yes.,LEGASOV,36086,36110
321,"00:25:06,551","00:25:09,674","- Kirschenbaum? - Uh, I haven't reviewed. ",LEGASOV,36110,36182
322,"00:25:09,676","00:25:11,633",We only just found out really... ,LEGASOV,36182,36230
323,"00:25:11,635","00:25:13,007","There, review it. ",LEGASOV,36230,36278
324,"00:25:13,009","00:25:14,924",Or you can just do what I tell you. ,LEGASOV,36278,36302
325,"00:25:14,926","00:25:17,967","I think even you, stupid as you are, can manage that. ",JUDGE KADNIKOV,36302,36374
326,"00:25:18,892","00:25:20,558","Well, let's go. ",CHARKOV,36398,36446
327,"00:25:23,429","00:25:26,402",I'm supposed to switch the turbine off while the reactor's still running? ,LEGASOV,36518,36590
328,"00:25:26,405","00:25:30,426",- This is not good... - Shut the fuck up and do your job! ,LEGASOV,36590,36686
329,"00:25:31,259","00:25:34,301","Toptunov, reduce power to 700. ",CHARKOV,36710,36782
330,"00:25:36,190","00:25:38,738",I've never done this with the power so low before. ,CHARKOV,36830,36878
331,"00:25:38,741","00:25:40,885",It's okay. I'm with you. ,CHARKOV,36878,36926
332,"00:25:45,926","00:25:47,718",Reducing power to 700. ,CHARKOV,37046,37093
333,"00:25:48,926","00:25:51,468",I want you to think of Yuri Gagarin. ,LEGASOV,37117,37189
334,"00:25:53,384","00:25:56,137",I want you to imagine that he has been told nothing ,LEGASOV,37237,37309
335,"00:25:56,140","00:25:59,799",of his mission into space until the moment that he is on the launch pad. ,CHARKOV,37309,37381
336,"00:25:59,801","00:26:01,965",I want you to imagine that all he has ,CHARKOV,37381,37429
337,"00:26:01,967","00:26:04,758","is a list of instructions that he has never seen before, ",CHARKOV,37429,37501
338,"00:26:04,760","00:26:07,299",some of which have been crossed out. ,CHARKOV,37501,37573
339,"00:26:07,301","00:26:09,299",This is exactly what was happening ,LEGASOV,37573,37621
340,"00:26:09,301","00:26:11,354",in the control room of Reactor 4. ,LEGASOV,37621,37669
341,"00:26:11,357","00:26:14,466",The night shift had not been trained to perform the experiment. ,LEGASOV,37669,37741
342,"00:26:14,468","00:26:17,299",They hadn't even been warned it was happening. ,LEGASOV,37741,37813
343,"00:26:17,301","00:26:19,174","Leonid Toptunov, ",LEGASOV,37813,37861
344,"00:26:19,176","00:26:22,799",the operator responsible for controlling and stabilizing ,JUDGE KADNIKOV,37861,37933
345,"00:26:22,801","00:26:27,967",the reactor that night was... all of 25 years old. ,LEGASOV,37933,38053
346,"00:26:29,217","00:26:32,424",And his total experience on the job? ,LEGASOV,38101,38172
347,"00:26:32,426","00:26:34,134",Four months. ,LEGASOV,38172,38220
348,"00:26:35,217","00:26:38,176",This is the human problem created by the delay. ,CHARKOV,38244,38316
349,"00:26:39,092","00:26:41,965","But inside the reactor core, ",LEGASOV,38340,38388
350,"00:26:41,967","00:26:44,174","in the space between the atoms themselves, ",LEGASOV,38388,38460
351,"00:26:44,176","00:26:47,507",something far more dangerous is forming. ,LEGASOV,38460,38532
352,"00:26:47,509","00:26:48,967",A poison. ,LEGASOV,38532,38556
353,"00:26:50,635","00:26:52,843",The time is 28 past midnight. ,LEGASOV,38604,38652
354,"00:27:11,009","00:27:13,343",Comrade Legasov. ,LEGASOV,39108,39156
355,"00:27:50,384","00:27:52,883",I'm pleased to see some of my colleagues here ,CHARKOV,40043,40091
356,"00:27:52,885","00:27:56,716",from the Kurchatov Institute and Minenergo. ,CHARKOV,40091,40187
357,"00:27:56,718","00:27:59,174",But you don't need to be a nuclear scientist ,CHARKOV,40187,40259
358,"00:27:59,176","00:28:02,299",to understand what happened at Chernobyl. ,JUDGE KADNIKOV,40259,40330
359,"00:28:02,301","00:28:04,382",You only need to know this: ,CHARKOV,40330,40378
360,"00:28:04,384","00:28:07,049",there are essentially two things that happen ,JUDGE KADNIKOV,40378,40450
361,"00:28:07,051","00:28:09,758",inside a nuclear reactor. ,LEGASOV,40450,40498
362,"00:28:09,760","00:28:12,382",The reactivity which generates power ,LEGASOV,40498,40570
363,"00:28:12,384","00:28:16,341","either goes up, or it goes down. ",LEGASOV,40570,40666
364,"00:28:16,343","00:28:17,841",That's it. ,LEGASOV,40666,40690
365,"00:28:17,843","00:28:22,092",All the operators do is maintain balance. ,LEGASOV,40690,40810
366,"00:28:24,009","00:28:25,885",Uranium fuel. ,LEGASOV,40858,40882
367,"00:28:27,718","00:28:30,841","As uranium atoms split apart and collide, ",CHARKOV,40930,41002
368,"00:28:30,843","00:28:32,466",reactivity goes up. ,LEGASOV,41002,41050
369,"00:28:32,468","00:28:34,758","But if you don't balance the reactivity, ",LEGASOV,41050,41098
370,"00:28:34,760","00:28:36,967",it never stops rising. So... ,CHARKOV,41098,41146
371,"00:28:38,885","00:28:41,299",Boron control rods. ,CHARKOV,41194,41266
372,"00:28:41,301","00:28:45,926",They reduce reactivity like brakes on a car. ,LEGASOV,41266,41362
373,"00:28:47,468","00:28:51,468",But there's a third factor to consider: water. ,LEGASOV,41410,41505
374,"00:28:52,843","00:28:55,424",Cool water takes heat out of the system. ,LEGASOV,41529,41601
375,"00:28:55,426","00:28:58,841","As it does, it turns to steam, or what we call a ""void."" ",JUDGE KADNIKOV,41601,41673
376,"00:28:58,843","00:29:02,341","In an RBMK reactor of the type used at Chernobyl, ",LEGASOV,41673,41769
377,"00:29:02,343","00:29:06,466","there's something called a ""positive void coefficient."" ",LEGASOV,41769,41865
378,"00:29:06,468","00:29:08,299",What does that mean? ,LEGASOV,41865,41913
379,"00:29:08,301","00:29:12,841","It means that the more steam present within the system, ",CHARKOV,41913,42009
380,"00:29:12,843","00:29:14,924","the higher the reactivity, ",LEGASOV,42009,42057
381,"00:29:14,926","00:29:18,049","which means more heat, which means more steam, ",LEGASOV,42057,42153
382,"00:29:18,051","00:29:19,674",which means... ,JUDGE KADNIKOV,42153,42177
383,"00:29:19,676","00:29:23,674",It would appear we have a vicious cycle on our hands. ,CHARKOV,42177,42273
384,"00:29:23,676","00:29:26,633","And we would, were it not for this... ",LEGASOV,42273,42345
385,"00:29:32,176","00:29:38,049","And we would, were it not for this: ",LEGASOV,42489,42632
386,"00:29:38,051","00:29:41,549",the negative temperature coefficient. ,LEGASOV,42632,42704
387,"00:29:41,551","00:29:47,551","When nuclear fuel gets hotter, it gets less reactive, so... ",LEGASOV,42704,42848
388,"00:29:48,801","00:29:51,257",fuel increases reactivity. ,LEGASOV,42872,42944
389,"00:29:51,259","00:29:54,299",Control rods and water reduce it. ,LEGASOV,42944,43016
390,"00:29:54,301","00:29:56,674","Steam increases it, ",CHARKOV,43016,43064
391,"00:29:56,676","00:30:00,049",and the rise in temperature reduces it. ,CHARKOV,43064,43160
392,"00:30:00,051","00:30:03,897",This is the invisible dance ,LEGASOV,43160,43232
393,"00:30:03,900","00:30:07,674",that powers entire cities without smoke or flame. ,CHARKOV,43232,43328
394,"00:30:07,676","00:30:11,049",And it is beautiful ,LEGASOV,43328,43424
395,"00:30:11,051","00:30:13,051",when things are normal. ,LEGASOV,43424,43472
396,"00:30:14,343","00:30:17,299","As uranium splits apart to release energy, ",CHARKOV,43496,43568
397,"00:30:17,301","00:30:20,883","it breaks down into a new element, xenon. ",CHARKOV,43568,43639
398,"00:30:20,885","00:30:23,841",Xenon reduces reactivity. ,LEGASOV,43639,43711
399,"00:30:23,843","00:30:27,341",This is the poison Comrade Khomyuk mentioned. ,CHARKOV,43711,43807
400,"00:30:27,343","00:30:29,382","When the core is running at full power, ",LEGASOV,43807,43855
401,"00:30:29,384","00:30:32,466",it burns the xenon away before it can cause a problem. ,LEGASOV,43855,43927
402,"00:30:32,468","00:30:34,674","But because of the delay, ",LEGASOV,43927,43975
403,"00:30:34,676","00:30:38,633",Chernobyl Reactor 4 has been held at half power ,CHARKOV,43975,44071
404,"00:30:38,635","00:30:40,299",for ten hours. ,LEGASOV,44071,44119
405,"00:30:40,301","00:30:43,051",The xenon did not burn away. ,LEGASOV,44119,44191
406,"00:30:44,384","00:30:48,841","It built up, poisoning the core. ",LEGASOV,44215,44311
407,"00:30:48,843","00:30:50,591",We're starting to lose balance. ,LEGASOV,44311,44359
408,"00:30:50,593","00:30:54,758","At 28 minutes past midnight, ",LEGASOV,44359,44455
409,"00:30:54,760","00:30:58,257",the reactor is now primed to slow down. ,LEGASOV,44455,44551
410,"00:30:58,259","00:31:01,841","And yet, in less than an hour, it will explode. ",LEGASOV,44551,44623
411,"00:31:01,843","00:31:05,716",If you can't understand how a stalled nuclear reactor ,LEGASOV,44623,44718
412,"00:31:05,718","00:31:08,507","could lead to an explosion, I don't blame you. ",LEGASOV,44718,44790
413,"00:31:08,509","00:31:10,633","After all, you don't work in the control room ",CHARKOV,44790,44838
414,"00:31:10,635","00:31:12,466",of a nuclear power plant. ,LEGASOV,44838,44886
415,"00:31:12,468","00:31:17,965","But as it turned out, the men who did ",CHARKOV,44886,45006
416,"00:31:17,967","00:31:20,257",didn't understand it either. ,LEGASOV,45006,45078
417,"00:31:26,176","00:31:27,716",Easy now. ,LEGASOV,45222,45246
418,"00:31:27,718","00:31:29,799",Take it down. ,LEGASOV,45246,45294
419,"00:31:29,801","00:31:31,965",Good. Like that. ,CHARKOV,45294,45342
420,"00:31:31,967","00:31:33,507",You should have finished by now. ,LEGASOV,45342,45390
421,"00:31:33,509","00:31:35,633",We're following protocol for reduction rate. ,LEGASOV,45390,45438
422,"00:31:35,635","00:31:37,341",You're procrastinating. ,LEGASOV,45438,45486
423,"00:31:37,343","00:31:40,182",There are ten other men in this plant who would've done it already. ,CHARKOV,45486,45558
424,"00:31:40,185","00:31:42,635",Keep working. You're doing fine. ,LEGASOV,45558,45606
425,"00:31:51,635","00:31:55,424","Kirschenbaum, come get me when these old women are ready. ",LEGASOV,45821,45917
426,"00:31:55,426","00:31:56,843","Yes, Comrade Dyatlov. ",LEGASOV,45917,45941
427,"00:32:15,967","00:32:17,956","Okay, very slow now. ",LEGASOV,46397,46445
428,"00:32:17,959","00:32:20,935",Let's ease it down to 700. ,LEGASOV,46445,46517
429,"00:32:23,760","00:32:27,676","- Whoa, whoa, whoa. Slow. - I-I didn't move any rods there. ",LEGASOV,46589,46685
430,"00:32:36,718","00:32:40,384",- What is this? - I'm not even touching it. ,LEGASOV,46900,46996
431,"00:33:05,092","00:33:07,841",We did everything right. I think that maybe the core is poisoned. ,CHARKOV,47596,47644
432,"00:33:07,843","00:33:09,194","Well, if you thought the core was poisoned, ",LEGASOV,47644,47692
433,"00:33:09,196","00:33:10,633","then you didn't do everything right, ",CHARKOV,47692,47716
434,"00:33:10,635","00:33:12,090",because you're choking my reactor! ,LEGASOV,47716,47764
435,"00:33:12,092","00:33:13,237",Get it back up! ,LEGASOV,47764,47788
436,"00:33:13,240","00:33:15,424","Uh, I think if we turn off LAC, ",LEGASOV,47788,47836
437,"00:33:15,426","00:33:17,341",it may be possible to get more control. ,JUDGE KADNIKOV,47836,47884
438,"00:33:17,343","00:33:20,440",do it. Go. - Switch off local automatic control.,LEGASOV,47884,47956
439,"00:33:20,443","00:33:23,132",Go to global. Leonid. ,LEGASOV,47956,48027
440,"00:33:23,134","00:33:25,843",LAC disabled. Global control activated. ,LEGASOV,48027,48075
441,"00:33:31,879","00:33:33,379",What did you do? ,LEGASOV,48219,48267
442,"00:33:34,176","00:33:37,092",- I-I did what you said. I switched... - Look at it! ,CHARKOV,48291,48363
443,"00:33:38,176","00:33:40,633",- I don't understand. - Fucking amateurs. ,CHARKOV,48387,48435
444,"00:33:40,635","00:33:42,507",You stalled the reactor. ,LEGASOV,48435,48483
445,"00:33:42,509","00:33:44,424",How the fuck did you get this job? ,CHARKOV,48483,48531
446,"00:33:44,426","00:33:45,378",Comrade Dyatlov... ,LEGASOV,48531,48555
447,"00:33:45,381","00:33:47,132","You're gonna tell me you did everything right again, ",CHARKOV,48555,48603
448,"00:33:47,134","00:33:48,716",you incompetent asshole? ,CHARKOV,48603,48627
449,"00:33:48,718","00:33:52,092",I apologize for this unsatisfactory result. ,LEGASOV,48627,48723
450,"00:33:56,884","00:34:00,673",what are you doing? - we have to Shut all the way down.,LEGASOV,48819,48915
451,"00:34:00,676","00:34:02,967",No. - we could be in a xenon pit.,LEGASOV,48915,48963
452,"00:34:02,970","00:34:04,674",We have to shut down and wait for 24 hours. ,CHARKOV,48963,49011
453,"00:34:04,676","00:34:06,883",No. We're doing the test tonight. Raise power to 700. ,LEGASOV,49011,49058
454,"00:34:06,885","00:34:08,257",We can't raise the power from here. ,LEGASOV,49058,49106
455,"00:34:08,259","00:34:09,924",- The rules... - Don't talk to me about rules. ,CHARKOV,49106,49130
456,"00:34:09,926","00:34:12,174","- If we fall from 80%... - No, no. We fell from 50%. ",LEGASOV,49130,49202
457,"00:34:12,176","00:34:14,549",- Fifty percent is worse! - The rules don't say 50! ,CHARKOV,49202,49250
458,"00:34:14,551","00:34:17,799","- There is no rule! - Comrade Dyatlov, ",LEGASOV,49250,49322
459,"00:34:17,801","00:34:19,924","I apologize, but what you're saying makes no sense. ",CHARKOV,49322,49370
460,"00:34:19,926","00:34:22,633",Raise the power. - No.,CHARKOV,49370,49442
461,"00:34:22,635","00:34:25,593",I won't do it. It isn't safe. ,LEGASOV,49442,49514
462,"00:34:34,426","00:34:37,382",Safety first. Always. ,CHARKOV,49730,49802
463,"00:34:37,384","00:34:40,466",I've been saying that for 25 years. ,LEGASOV,49802,49874
464,"00:34:40,468","00:34:42,591","That's how long I've done this job, 25 years. ",LEGASOV,49874,49922
465,"00:34:42,593","00:34:44,132","Is that longer than you, Akimov? ",CHARKOV,49922,49970
466,"00:34:44,134","00:34:45,182",Yes. ,LEGASOV,49970,49994
467,"00:34:45,185","00:34:47,299",#NAME?,CHARKOV,49994,50042
468,"00:34:47,301","00:34:50,426",And you with your mother's tit barely out of your mouth? ,CHARKOV,50042,50114
469,"00:34:52,551","00:34:54,799","So if I say it's safe, it's safe. ",CHARKOV,50161,50209
470,"00:34:54,801","00:34:56,215","And if the two of you disagree, ",LEGASOV,50209,50257
471,"00:34:56,217","00:34:58,215",then you don't have to work here and you won't. ,CHARKOV,50257,50305
472,"00:34:58,217","00:35:00,174",But not just here. You won't work at Kursk ,LEGASOV,50305,50353
473,"00:35:00,176","00:35:02,909",or Ignalina or Leningrad or Novo-Voronezh. ,JUDGE KADNIKOV,50353,50401
474,"00:35:02,912","00:35:06,299",You won't work anywhere ever again. I'll see to it. ,CHARKOV,50401,50497
475,"00:35:06,301","00:35:09,051",I think you know I will see to it. ,CHARKOV,50497,50569
476,"00:35:10,509","00:35:12,009",Raise the power. ,CHARKOV,50593,50641
477,"00:35:15,259","00:35:17,176",I would like you to record your command. ,LEGASOV,50713,50761
478,"00:35:18,343","00:35:19,676",Raise the power. ,CHARKOV,50785,50809
479,"00:35:35,259","00:35:36,635","Together, then. ",LEGASOV,51193,51217
480,"00:35:40,217","00:35:41,965",I wasn't even there. ,LEGASOV,51312,51336
481,"00:35:41,967","00:35:44,217",What? ,LEGASOV,51336,51408
482,"00:35:46,092","00:35:48,674",I wasn't in the room when they raised the power. ,LEGASOV,51456,51504
483,"00:35:48,676","00:35:50,716","If you weren't there, then where were you? ",CHARKOV,51504,51552
484,"00:35:50,718","00:35:53,864","Comrade Legasov, you are a witness, not a prosecutor. ",CHARKOV,51552,51624
485,"00:35:53,867","00:35:56,382",I will ask the questions here. ,CHARKOV,51624,51696
486,"00:35:56,384","00:35:59,551","If you weren't in the room, then where were you? ",CHARKOV,51696,51768
487,"00:36:01,760","00:36:03,132",The toilet. ,LEGASOV,51816,51864
488,"00:36:04,885","00:36:06,760",The toilet? ,LEGASOV,51888,51936
489,"00:36:07,718","00:36:09,591",Comrade Khomyuk interviewed everyone ,CHARKOV,51960,52008
490,"00:36:09,593","00:36:11,239",who was in the control room that night. ,LEGASOV,52008,52056
491,"00:36:11,242","00:36:13,092",They all told the same story. ,LEGASOV,52056,52104
492,"00:36:16,426","00:36:19,257","""I knew what Dyatlov ordered was wrong, ",LEGASOV,52176,52248
493,"00:36:19,259","00:36:22,215","but if I didn't do what he said, I would be fired."" ",LEGASOV,52248,52319
494,"00:36:22,217","00:36:24,259",Leonid Toptunov. ,LEGASOV,52319,52367
495,"00:36:25,384","00:36:27,924",One day before he died. ,LEGASOV,52391,52439
496,"00:36:27,926","00:36:29,924","No, Comrade Dyatlov, you were in the room. ",CHARKOV,52439,52487
497,"00:36:29,926","00:36:31,758",You ordered them to raise the power. ,JUDGE KADNIKOV,52487,52535
498,"00:36:31,760","00:36:34,382",This is a fact. ,LEGASOV,52535,52607
499,"00:36:43,051","00:36:44,799",Court is now in recess. ,CHARKOV,52823,52847
500,"00:36:44,801","00:36:46,382",Thirty minutes. ,LEGASOV,52847,52895
501,"00:37:29,509","00:37:32,635","Do you know anything about this town, Chernobyl? ",CHARKOV,53926,53998
502,"00:37:34,092","00:37:35,635","Not really, no. ",LEGASOV,54046,54070
503,"00:37:36,801","00:37:39,468",It was mostly Jews and Poles. ,LEGASOV,54094,54166
504,"00:37:40,801","00:37:42,674","The Jews were killed in pogroms, ",LEGASOV,54190,54238
505,"00:37:42,676","00:37:45,257",and Stalin forced the Poles out. ,CHARKOV,54238,54310
506,"00:37:45,259","00:37:48,841",And then the Nazis came and killed whoever was left. ,LEGASOV,54310,54382
507,"00:37:48,843","00:37:50,885",But after the war... ,LEGASOV,54382,54430
508,"00:37:52,134","00:37:54,343",people came to live here anyway. ,CHARKOV,54478,54525
509,"00:37:55,384","00:37:59,174","They knew the ground under their feet was soaked in blood, ",LEGASOV,54549,54645
510,"00:37:59,176","00:38:00,885",but they didn't care. ,LEGASOV,54645,54669
511,"00:38:02,217","00:38:05,424","Dead Jews, dead Poles. ",LEGASOV,54717,54789
512,"00:38:05,426","00:38:07,009",But not them. ,LEGASOV,54789,54837
513,"00:38:10,009","00:38:13,176",No one ever thinks it's going to happen to them. ,LEGASOV,54909,54981
514,"00:38:14,551","00:38:16,009",And here we are. ,LEGASOV,55005,55053
515,"00:38:25,551","00:38:27,674",How much time? ,LEGASOV,55269,55317
516,"00:38:27,676","00:38:29,132",Maybe a year. ,LEGASOV,55317,55365
517,"00:38:29,134","00:38:32,549",They call it a... ,LEGASOV,55365,55437
518,"00:38:32,551","00:38:34,841","They call it a ""long illness."" ",LEGASOV,55437,55485
519,"00:38:34,843","00:38:37,716",It doesn't seem very long to me. ,LEGASOV,55485,55557
520,"00:38:37,718","00:38:40,259","I know you told me, and I believed you. ",CHARKOV,55557,55628
521,"00:38:41,343","00:38:43,215","But time passed, and I thought, ",CHARKOV,55652,55700
522,"00:38:43,217","00:38:45,843",it wouldn't happen to me. ,LEGASOV,55700,55748
523,"00:38:46,760","00:38:48,799",I wasted it. ,LEGASOV,55772,55820
524,"00:38:48,801","00:38:51,593",I wasted it all for nothing. ,LEGASOV,55820,55892
525,"00:38:53,217","00:38:54,885",For nothing? ,LEGASOV,55940,55964
526,"00:38:55,760","00:38:58,799","Do you remember that morning when I first called you, ",LEGASOV,55988,56060
527,"00:38:58,801","00:39:00,543",how unconcerned I was? ,LEGASOV,56060,56108
528,"00:39:00,546","00:39:02,633","I don't believe much that comes out of the Kremlin, ",CHARKOV,56108,56156
529,"00:39:02,635","00:39:04,674",but when they told me they were putting me ,LEGASOV,56156,56204
530,"00:39:04,676","00:39:07,924",in charge of the cleanup ,CHARKOV,56204,56276
531,"00:39:07,926","00:39:10,885","and they said it wasn't serious, I believed them. ",CHARKOV,56276,56348
532,"00:39:12,468","00:39:14,217",You know why? ,CHARKOV,56396,56444
533,"00:39:15,259","00:39:17,591",Because they put you in charge. ,LEGASOV,56468,56516
534,"00:39:17,593","00:39:19,092",Yeah. ,LEGASOV,56516,56564
535,"00:39:22,051","00:39:25,215","I'm an inconsequential man, Valera. ",CHARKOV,56636,56707
536,"00:39:25,217","00:39:27,092",That's all I've ever been. ,LEGASOV,56707,56755
537,"00:39:28,259","00:39:31,384","I hoped that one day I would matter, but I didn't. ",LEGASOV,56779,56851
538,"00:39:33,301","00:39:36,635",I just stood next to people who did. ,LEGASOV,56899,56971
539,"00:39:38,718","00:39:41,174",There are other scientists like me. ,CHARKOV,57019,57091
540,"00:39:41,176","00:39:43,758",Any one of them could have done what I did. ,CHARKOV,57091,57139
541,"00:39:43,760","00:39:45,092",But you... ,CHARKOV,57139,57187
542,"00:39:46,009","00:39:49,926","Everything we asked for, everything we needed. ",CHARKOV,57211,57283
543,"00:39:51,343","00:39:55,134","Men, material, lunar rovers. ",CHARKOV,57331,57427
544,"00:39:57,468","00:39:59,635",Who else could have done these things? ,CHARKOV,57475,57523
545,"00:40:01,718","00:40:05,132","They heard me, but they listened to you. ",CHARKOV,57571,57667
546,"00:40:05,134","00:40:09,174",Of all the ministers and all the deputies... ,LEGASOV,57667,57763
547,"00:40:09,176","00:40:13,799",entire congregation of obedient fools... ,CHARKOV,57763,57858
548,"00:40:13,801","00:40:17,924",they mistakenly sent the one good man. ,CHARKOV,57858,57954
549,"00:40:17,926","00:40:20,007","For god's sake, Boris, ",CHARKOV,57954,58026
550,"00:40:20,009","00:40:23,468",you were the one who mattered most. ,CHARKOV,58026,58098
551,"00:40:46,509","00:40:48,343","Ah, it's beautiful. ",LEGASOV,58650,58698
552,"00:41:30,009","00:41:32,217",Comrade Legasov. ,LEGASOV,59705,59753
553,"00:41:44,551","00:41:47,633",The time is 38 past midnight. ,LEGASOV,60040,60112
554,"00:41:47,635","00:41:49,716",The reactor is nearly shut down. ,LEGASOV,60112,60160
555,"00:41:49,718","00:41:52,424",The operators of Reactor 4 are locked on a path ,LEGASOV,60160,60232
556,"00:41:52,426","00:41:54,466",that leads directly to disaster. ,LEGASOV,60232,60280
557,"00:41:54,468","00:41:56,758",There's no way to turn back. ,LEGASOV,60280,60328
558,"00:41:56,760","00:41:59,507","They do not yet know it, but the die is cast. ",LEGASOV,60328,60400
559,"00:41:59,509","00:42:03,841","At 30 megawatts, xenon is still being created, ",LEGASOV,60400,60496
560,"00:42:03,843","00:42:06,092",but none of it is burning away. ,CHARKOV,60496,60568
561,"00:42:07,801","00:42:10,091",The reactor is drowning in poison. ,LEGASOV,60592,60664
562,"00:42:10,094","00:42:14,257","To make matters worse, the reactor isn't hot enough ",LEGASOV,60664,60760
563,"00:42:14,259","00:42:17,051",to produce sufficient steam. ,CHARKOV,60760,60832
564,"00:42:18,676","00:42:21,591",The only way to safely raise power from this state ,JUDGE KADNIKOV,60856,60928
565,"00:42:21,593","00:42:23,965","is to do it very, very slowly ",LEGASOV,60928,60976
566,"00:42:23,967","00:42:26,841",over the course of 24 hours. ,LEGASOV,60976,61047
567,"00:42:26,843","00:42:29,466",But Dyatlov wants it done now. ,LEGASOV,61047,61119
568,"00:42:29,468","00:42:33,965",Akimov and Toptunov have only one course of action. ,LEGASOV,61119,61215
569,"00:42:33,967","00:42:36,799",They begin pulling control rods out. ,LEGASOV,61215,61287
570,"00:42:36,801","00:42:38,007",Dozens at a time. ,LEGASOV,61287,61335
571,"00:42:38,009","00:42:41,132","Halfway out, three-quarters of the way out, ",CHARKOV,61335,61407
572,"00:42:41,134","00:42:43,965","still, the power does not budge. ",LEGASOV,61407,61455
573,"00:42:43,967","00:42:46,758",So they begin pulling them all the way out. ,LEGASOV,61455,61527
574,"00:42:46,760","00:42:50,633",There were 211 control rods in Reactor 4. ,LEGASOV,61527,61623
575,"00:42:50,635","00:42:55,341",Akimov and Toptunov completely withdrew 205. ,CHARKOV,61623,61743
576,"00:42:55,343","00:43:00,090",Remember... control rods are the brakes on this car. ,LEGASOV,61743,61863
577,"00:43:00,092","00:43:06,843","Of 211 rods, only six now remain in the reactor. ",LEGASOV,61863,62007
578,"00:43:08,259","00:43:10,965","As for the fuel, it's gone cold, ",LEGASOV,62055,62103
579,"00:43:10,967","00:43:13,132",so the negative temperature coefficient ,LEGASOV,62103,62174
580,"00:43:13,134","00:43:15,674",is no longer weighing down the reactivity. ,LEGASOV,62174,62222
581,"00:43:15,676","00:43:19,674","But even still, the xenon poisoning is so strong, ",LEGASOV,62222,62318
582,"00:43:19,676","00:43:23,924",the best they can do is raise the power to 200 megawatts. ,JUDGE KADNIKOV,62318,62414
583,"00:43:23,926","00:43:26,965",The control rods are out. ,LEGASOV,62414,62486
584,"00:43:26,967","00:43:29,507",The emergency system has been disconnected. ,CHARKOV,62486,62558
585,"00:43:29,509","00:43:31,841",The only thing keeping the reactor in check ,LEGASOV,62558,62606
586,"00:43:31,843","00:43:34,382",is water and xenon. ,LEGASOV,62606,62678
587,"00:43:34,384","00:43:38,635",It's one in the morning. The test is minutes away. ,LEGASOV,62678,62774
588,"00:44:12,926","00:44:15,466","I'm sorry, this is all we can get. ",LEGASOV,63589,63661
589,"00:44:15,468","00:44:18,507",It's 200 megawatts. We've pulled almost everything out. ,CHARKOV,63661,63733
590,"00:44:18,509","00:44:20,383","If that's all we have, that's all we have. ",LEGASOV,63733,63781
591,"00:44:20,386","00:44:24,049","- But the test requires 700. - Stolyarchuk, let's get ready. ",JUDGE KADNIKOV,63781,63877
592,"00:44:24,051","00:44:25,716","- Switch on pump 4. - No, wait a second. ",LEGASOV,63877,63901
593,"00:44:25,718","00:44:27,591",Stolyarchuk... - we have barely enough steam as it is.,CHARKOV,63901,63949
594,"00:44:27,593","00:44:30,215",The turbine is going too slow for the test to deliver any valid results. ,LEGASOV,63949,64021
595,"00:44:30,217","00:44:31,837","- It's enough. - And if we add more water, ",CHARKOV,64021,64045
596,"00:44:31,839","00:44:33,505",- there will be even less... - I said it's enough. ,CHARKOV,64045,64093
597,"00:44:33,507","00:44:35,676",I know what I'm doing. Stolyarchuk. ,LEGASOV,64093,64141
598,"00:44:41,217","00:44:42,841","Main Pump 4, connected. ",CHARKOV,64285,64308
599,"00:44:42,843","00:44:44,716",We should warn Khodemchuk. The pipes are gonna be... ,LEGASOV,64308,64356
600,"00:44:44,718","00:44:46,426",Never mind him. Kirschenbaum? ,CHARKOV,64356,64404
601,"00:44:49,426","00:44:52,401",The steam in the separator drum is too low... five atmospheres. ,CHARKOV,64476,64548
602,"00:44:52,404","00:44:55,174","All right, let's all help him. Get it up as best you can. ",LEGASOV,64548,64620
603,"00:44:59,134","00:45:01,090",We should stop. ,LEGASOV,64716,64764
604,"00:45:01,092","00:45:02,841",Turn that fucking thing off. ,LEGASOV,64764,64788
605,"00:45:02,843","00:45:05,760",You have 15 minutes. ,CHARKOV,64788,64860
606,"00:45:07,593","00:45:09,799",Fifteen minutes. ,CHARKOV,64908,64956
607,"00:45:09,801","00:45:12,549",They may as well have had 15 days. ,LEGASOV,64956,65028
608,"00:45:12,551","00:45:15,466",The problem they were facing was not solvable. ,CHARKOV,65028,65100
609,"00:45:15,468","00:45:18,257","The power was too low, the water was too high. ",CHARKOV,65100,65172
610,"00:45:18,259","00:45:19,924",The test was already ruined. ,LEGASOV,65172,65196
611,"00:45:19,926","00:45:21,633","The results would have been useless, ",LEGASOV,65196,65244
612,"00:45:21,635","00:45:23,215",but Dyatlov didn't care. ,LEGASOV,65244,65292
613,"00:45:23,217","00:45:26,593",All he wanted to do was report a completed test. ,CHARKOV,65292,65364
614,"00:45:27,509","00:45:29,633",1:22 a.m. ,LEGASOV,65388,65435
615,"00:45:29,635","00:45:32,674",Less than two minutes remain. ,CHARKOV,65435,65507
616,"00:45:32,676","00:45:38,176","Yuvchenko, a mechanical engineer, is in his office. ",CHARKOV,65507,65651
